count,id,winner,forced.error,unforced.error,final.shot.won,server.is.impact.player,first.serve,rally,same.side,forehand,backhand,volley,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.forehand,previous.backhand,previous.volley,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,previous.time.to.net,opponent.depth,opponent.distance.from.center
881,5076,0,1,0,0,1,1,3,0,0,1,0,32.53,-0.26,4.02,8.72,0,0,1.35,10.58,0.00,11.35,1.11,0,0,0,21.76,1.79,2.72,4.37,0.75,13.33,3.97
882,4634,0,1,0,0,0,0,10,0,1,0,0,27.96,2.79,0.73,0.83,0,1,5.26,14.37,3.25,14.32,2.01,1,0,0,29.67,0.62,1.15,5.75,0.57,13.94,1.71
883,1218,1,0,0,1,0,0,6,1,0,1,0,23.04,0.63,2.16,3.23,0,0,2.54,4.99,0.72,4.20,1.69,0,0,1,19.10,0.73,2.44,7.10,0.46,8.04,1.18
884,5192,0,1,0,0,1,1,3,0,1,0,0,32.39,1.58,0.44,2.31,0,1,0.73,10.45,1.54,11.18,1.50,1,0,0,22.95,0.44,3.21,5.97,0.70,13.01,4.68
885,4117,0,0,1,0,1,1,3,0,1,0,0,24.21,2.41,2.96,0.65,0,1,2.29,13.77,1.38,11.49,1.18,0,1,0,29.76,0.93,4.00,1.05,0.48,12.26,3.98
886,2960,0,0,1,0,0,1,4,0,1,0,0,29.27,1.94,0.84,0.93,1,0,0.78,14.04,2.24,13.52,2.83,0,1,0,33.16,0.15,1.90,5.11,0.43,12.18,1.89
887,4420,0,1,0,0,1,1,5,0,1,0,0,32.27,0.05,0.86,5.11,1,0,5.11,8.81,3.21,12.98,0.28,1,0,0,20.85,1.14,1.11,6.13,0.94,14.70,2.62
888,2295,1,0,0,1,1,1,5,0,0,1,0,31.99,0.45,1.58,2.43,0,0,3.77,9.58,1.85,13.21,0.83,1,0,0,25.72,0.16,3.67,7.76,0.70,14.62,3.29
889,4062,1,0,0,1,1,1,7,1,0,1,0,39.45,0.33,0.41,3.15,0,0,1.87,11.69,0.24,13.56,0.12,0,0,0,24.68,1.15,2.50,6.59,0.81,14.91,3.79
890,3009,1,0,0,1,1,0,3,0,0,1,0,34.02,0.39,0.77,4.03,0,0,1.85,13.70,0.16,12.17,0.87,0,1,0,29.74,0.80,2.77,2.90,0.44,11.80,3.25
891,1917,0,0,1,0,1,1,3,0,0,1,0,23.92,1.24,3.94,0.55,0,1,3.47,12.32,4.15,11.40,0.80,0,1,0,27.84,0.34,1.30,6.13,0.54,12.49,2.56
892,5097,1,0,0,1,0,0,4,1,0,0,0,38.74,0.13,2.90,5.94,0,0,1.53,10.43,0.24,11.59,1.23,0,1,0,18.50,2.79,2.59,4.10,1.05,14.01,1.01
893,3613,0,1,0,0,1,1,13,0,1,0,0,21.15,-0.06,1.23,6.43,0,0,5.67,10.94,5.99,13.21,0.80,1,0,0,24.25,0.50,0.51,7.93,0.76,13.71,3.21
894,4039,1,0,0,1,1,1,3,0,1,0,0,34.91,0.66,0.44,4.76,0,0,4.12,7.26,0.11,11.30,0.69,0,0,1,18.60,2.10,2.95,0.06,0.19,14.32,2.73
895,5559,1,0,0,1,1,1,3,0,0,1,0,30.74,0.31,0.74,5.03,0,0,0.23,12.61,0.65,12.41,0.75,0,1,0,36.06,0.46,3.84,4.09,0.47,14.19,4.88
896,838,1,0,0,1,1,1,5,0,1,0,0,33.40,0.17,0.06,5.35,0,0,0.74,13.36,0.75,13.11,0.05,0,1,0,33.54,0.31,3.66,3.74,0.46,13.50,0.87
897,5082,1,0,0,1,0,1,4,0,0,1,0,32.25,0.00,2.65,6.64,0,0,0.40,13.62,0.75,13.83,0.42,0,1,0,33.09,0.40,3.52,3.74,0.44,12.34,2.50
898,2024,0,1,0,0,1,1,5,1,0,1,0,35.32,0.41,0.07,0.80,1,0,2.06,11.78,1.72,13.21,0.24,1,0,0,22.95,0.62,1.98,4.12,0.70,13.48,0.39
899,26,0,0,1,0,1,0,9,0,0,1,0,20.96,0.25,0.76,9.40,1,0,2.08,14.51,0.12,12.61,0.72,0,1,0,29.62,1.16,3.81,0.87,0.58,14.64,1.04
900,3684,0,1,0,0,0,0,4,1,0,1,0,30.61,0.00,1.36,6.80,0,0,2.88,13.18,1.29,11.96,1.32,0,1,0,33.04,0.66,2.70,3.05,0.51,13.98,1.02
901,975,1,0,0,1,1,1,7,0,1,0,0,34.35,1.24,0.82,1.01,0,0,1.23,14.14,1.62,13.35,0.68,0,0,0,32.55,1.34,2.23,3.48,0.60,15.53,0.70
902,4123,1,0,0,1,0,1,4,0,1,0,0,37.53,0.20,0.29,4.51,0,0,2.30,13.84,1.24,13.55,1.04,0,1,0,32.21,0.44,2.15,3.21,0.46,12.74,0.14
903,3041,0,0,1,0,0,0,6,0,1,0,0,23.17,2.84,2.81,2.34,0,1,0.23,13.98,2.85,13.76,2.83,0,1,0,34.59,0.46,1.56,2.82,0.44,12.83,2.79
904,2792,0,1,0,0,0,1,6,0,0,1,0,35.09,-0.06,1.43,6.28,0,0,6.06,12.60,4.32,13.23,1.72,0,1,0,25.10,0.62,0.11,6.58,0.70,14.53,1.04
905,5128,0,1,0,0,0,0,8,0,0,1,0,31.01,-0.17,3.42,8.42,0,0,0.80,13.11,0.24,12.80,0.97,1,0,0,32.66,0.91,2.99,2.24,0.53,14.10,3.60
906,4837,0,0,1,0,1,1,13,1,0,0,0,25.00,-0.60,2.26,11.15,0,0,3.02,3.75,0.75,6.52,0.44,0,0,1,29.73,0.82,2.44,8.27,0.65,13.99,4.30
907,2373,1,0,0,1,1,0,15,0,1,0,0,34.32,0.06,2.16,6.42,0,0,1.32,12.02,0.18,12.68,0.96,1,0,0,21.94,1.57,3.99,2.97,0.82,13.98,4.70
908,5871,0,0,1,0,1,0,3,0,1,0,0,25.03,1.26,0.87,3.76,1,0,0.84,12.99,0.95,12.15,1.03,0,1,0,36.24,0.43,3.13,2.78,0.41,13.18,3.58
909,3137,0,1,0,0,0,1,4,0,1,0,0,39.97,-0.04,2.37,7.31,0,0,3.78,11.32,1.48,13.48,1.61,1,0,0,20.11,1.72,2.88,5.60,0.83,13.34,3.69
910,3805,0,0,1,0,1,0,3,0,0,1,0,28.27,-0.24,2.57,11.78,0,0,1.33,13.21,0.50,11.99,1.03,0,1,0,36.80,0.44,3.28,3.33,0.41,13.38,3.71
911,665,0,1,0,0,1,1,3,0,0,1,0,33.48,0.85,2.07,1.19,0,1,0.29,12.31,0.76,12.06,0.61,0,1,0,36.98,0.15,4.02,5.29,0.46,14.19,4.78
912,2113,1,0,0,1,1,1,3,0,0,1,0,32.15,0.45,1.75,3.31,0,0,4.58,6.81,0.12,11.34,0.78,0,0,1,18.09,3.34,3.40,5.20,1.08,14.02,3.19
913,5165,0,0,1,0,1,0,3,0,1,0,0,36.24,-0.09,0.48,7.54,0,0,2.25,14.72,0.31,12.51,0.76,1,0,0,29.24,1.41,3.52,2.33,0.56,13.70,2.33
914,1640,0,1,0,0,0,1,4,0,0,1,0,32.32,1.28,2.17,0.06,0,0,1.55,14.51,1.14,14.79,0.38,1,0,0,31.77,0.41,1.99,5.74,0.51,13.47,1.23
915,1912,1,0,0,1,0,1,4,0,1,0,0,29.48,0.33,1.53,3.12,0,0,6.64,6.42,1.95,13.06,2.09,1,0,0,17.23,0.49,2.53,8.72,0.95,12.01,4.23
916,2068,0,1,0,0,0,0,14,0,0,1,0,19.36,-0.08,1.82,7.86,0,0,4.28,5.28,0.68,9.27,0.89,0,0,1,27.82,1.39,2.66,6.96,0.78,14.80,2.10
917,2348,0,0,1,0,0,1,6,0,0,1,0,31.48,-0.42,4.01,9.49,0,0,2.66,13.91,2.40,13.22,0.17,0,1,0,33.10,0.63,1.30,1.62,0.40,11.78,0.60
918,3510,0,1,0,0,1,0,3,0,1,0,0,28.30,-0.27,3.79,9.05,0,0,1.67,13.01,0.02,11.46,0.62,1,0,0,30.65,0.87,3.00,3.56,0.53,13.62,2.94
919,4576,1,0,0,1,1,1,3,0,0,1,0,24.38,0.12,3.71,7.34,0,0,1.23,12.57,1.79,11.39,1.43,1,0,0,32.86,0.87,3.54,0.87,0.46,12.64,4.55
920,3424,0,1,0,0,0,1,4,0,0,1,0,12.79,0.63,1.30,7.98,0,0,4.67,7.90,2.60,12.39,1.31,0,1,0,20.11,0.18,2.68,8.52,0.83,13.20,3.78
921,1884,0,1,0,0,0,1,8,0,1,0,0,31.07,1.04,0.08,0.26,1,1,2.46,11.24,2.09,12.95,0.32,1,0,0,22.35,0.81,2.11,4.60,0.75,13.23,2.36
922,4451,0,1,0,0,1,0,5,0,1,0,0,34.02,-0.07,3.31,7.35,0,0,1.00,13.67,1.64,14.62,1.32,1,0,0,28.69,0.67,2.53,2.87,0.48,12.39,1.54
923,1613,0,1,0,0,1,0,9,0,1,0,0,37.00,-0.09,1.22,5.70,0,0,0.27,13.54,0.94,13.34,0.77,1,0,0,31.00,1.02,2.67,1.52,0.54,14.44,0.15
924,4922,0,0,1,0,1,1,5,0,1,0,0,30.85,-0.01,1.00,7.60,0,0,3.79,13.63,1.99,13.66,1.80,0,1,0,29.88,0.60,1.27,2.31,0.49,12.88,1.74
925,81,1,0,0,1,0,1,4,0,1,0,0,35.27,0.53,0.66,1.20,0,0,6.00,11.71,1.68,11.87,4.31,1,0,0,23.88,1.22,1.88,5.24,0.68,12.86,0.88
926,4223,0,1,0,0,0,1,10,0,1,0,0,38.14,0.15,0.03,3.41,0,0,1.67,13.56,1.90,13.15,0.29,1,0,0,30.91,1.12,2.02,1.96,0.52,13.43,2.27
927,364,1,0,0,1,0,1,4,0,1,0,0,25.06,0.65,1.89,1.68,0,0,5.97,7.04,0.77,13.01,0.75,0,1,0,14.85,0.78,2.77,7.85,0.95,12.09,0.48
928,2511,0,0,1,0,1,0,5,1,0,1,0,19.67,-0.09,2.56,8.79,0,0,2.35,14.03,2.01,13.74,0.32,1,0,0,37.65,0.25,2.00,4.55,0.35,11.11,1.67
929,4174,0,0,1,0,1,1,9,1,0,1,0,21.50,3.84,0.78,8.89,0,0,4.94,13.30,2.66,12.52,2.22,0,1,0,31.49,0.47,1.19,4.29,0.46,12.50,1.18
930,399,0,1,0,0,1,1,13,0,0,1,0,31.67,-0.04,0.12,5.64,1,0,0.97,12.80,2.40,12.72,1.43,0,1,0,30.61,0.46,2.08,4.70,0.50,12.94,2.15
931,4532,1,0,0,1,0,1,6,0,0,1,0,25.05,0.17,0.43,6.44,0,0,2.58,12.16,2.05,12.91,0.41,1,0,0,21.73,0.21,1.40,4.63,0.25,5.41,1.14
932,4410,1,0,0,1,0,0,4,0,0,1,0,31.67,1.07,1.54,0.91,0,0,2.37,13.65,2.23,13.95,0.12,1,0,0,36.20,0.28,0.94,3.47,0.40,12.68,2.95
933,2707,0,1,0,0,0,1,4,0,1,0,0,34.86,0.90,0.65,1.56,0,1,2.36,12.75,1.41,12.67,0.95,1,0,0,30.40,0.74,2.18,3.46,0.48,12.66,0.56
934,3770,1,0,0,1,0,1,6,0,1,0,0,29.02,0.19,0.78,5.85,0,0,1.89,11.04,0.82,12.92,1.03,1,0,0,29.29,0.38,3.57,6.19,0.56,13.42,2.90
935,348,1,0,0,1,0,1,8,1,1,0,0,35.98,0.03,0.15,5.19,0,0,2.01,13.33,1.66,13.77,0.30,1,0,0,34.74,1.20,2.11,2.93,0.66,13.96,1.29
936,4294,1,0,0,1,1,1,11,0,1,0,0,36.21,0.63,0.97,0.81,0,0,1.63,12.87,4.06,13.75,2.69,1,0,0,23.54,0.92,0.54,3.33,0.51,10.51,2.26
937,1254,1,0,0,1,1,1,7,1,1,0,0,19.28,0.54,2.56,6.07,0,0,1.54,4.23,0.08,4.84,1.49,0,0,1,18.43,1.36,3.38,7.91,0.75,12.12,2.09
938,1863,0,1,0,0,0,1,6,1,1,0,0,31.01,1.19,1.41,0.62,0,1,4.86,12.75,3.51,13.14,1.34,1,0,0,27.72,1.16,0.67,4.73,0.64,13.87,0.15
939,1721,0,1,0,0,1,1,7,0,1,0,0,32.88,0.90,0.88,0.40,0,1,1.20,12.79,2.27,13.76,1.56,1,0,0,30.71,0.10,3.03,6.64,0.47,12.71,2.83
940,5936,1,0,0,1,1,0,7,0,1,0,0,32.09,0.98,0.05,3.04,0,0,5.58,14.95,2.23,13.60,3.19,1,0,0,20.98,0.70,1.51,1.11,0.41,8.14,1.68
941,1910,0,1,0,0,1,1,3,0,1,0,0,28.96,-0.07,2.95,7.92,0,0,4.29,13.00,3.22,11.44,0.78,1,0,0,23.34,0.75,0.70,6.40,0.65,13.08,2.70
942,2417,0,0,1,0,0,1,6,0,1,0,0,24.54,-0.61,2.72,10.40,0,0,4.38,14.18,3.01,14.28,1.37,1,0,0,30.35,0.37,0.99,4.15,0.40,10.85,0.31
943,393,1,0,0,1,0,0,18,1,1,0,0,37.27,0.57,0.71,0.00,0,0,3.87,12.74,3.79,13.47,0.01,1,0,0,26.58,1.09,0.31,3.50,0.58,12.82,1.68
944,834,0,1,0,0,1,0,5,0,0,1,0,14.45,0.61,0.49,8.64,1,0,1.00,12.07,0.93,13.03,1.22,0,1,0,29.23,0.53,3.43,4.64,0.55,13.42,2.74
945,3833,0,1,0,0,1,1,9,0,1,0,0,23.69,-0.06,2.47,7.42,0,0,1.31,13.31,2.56,13.47,1.27,1,0,0,32.09,0.28,2.07,5.24,0.47,13.26,1.79
946,1587,1,0,0,1,1,1,5,0,1,0,0,27.51,0.06,1.59,6.13,0,0,5.27,7.05,0.29,12.24,0.60,1,0,0,16.29,0.83,3.96,7.74,0.97,12.80,3.22
947,1209,0,0,1,0,0,0,8,0,0,1,0,28.03,1.93,0.38,0.65,0,1,4.87,13.97,2.95,12.96,1.81,1,0,0,31.45,0.58,0.29,3.29,0.50,13.49,1.67
948,2816,1,0,0,1,0,0,4,1,1,0,0,39.01,0.48,1.28,2.98,0,0,6.58,5.98,0.46,12.39,1.03,1,0,0,15.55,3.44,3.68,7.46,1.46,13.31,2.47
949,5978,0,1,0,0,0,1,4,0,1,0,0,27.18,-0.17,0.44,7.48,0,0,0.56,12.79,1.92,13.34,1.99,1,0,0,31.83,0.22,3.70,6.76,0.43,11.78,4.34
950,905,0,1,0,0,0,1,10,0,1,0,0,21.57,2.11,3.52,0.26,0,1,2.28,13.78,1.36,14.20,0.88,0,1,0,35.54,0.41,1.61,3.15,0.37,11.42,2.81
951,2615,0,1,0,0,0,1,12,1,1,0,0,35.03,-0.11,1.71,7.59,0,0,3.25,13.76,1.77,13.64,1.48,1,0,0,26.08,2.21,1.83,1.16,0.63,13.07,0.39
952,5070,1,0,0,1,0,1,8,1,0,1,0,31.65,0.62,0.06,1.48,0,0,3.09,12.28,2.15,12.81,0.90,0,1,0,31.33,0.62,2.22,4.82,0.55,14.02,1.48
953,3342,0,0,1,0,1,1,5,0,1,0,0,18.73,3.08,3.63,2.60,0,0,2.51,14.94,1.88,13.81,0.36,0,1,0,35.31,0.54,1.35,1.25,0.38,12.49,1.31
954,3446,0,1,0,0,0,1,6,1,0,1,0,32.28,-0.08,3.19,7.01,0,0,4.84,13.26,3.03,12.92,1.80,0,1,0,28.06,1.69,0.84,0.88,0.65,13.88,2.05
955,2820,1,0,0,1,1,1,3,0,1,0,0,36.73,0.63,0.62,2.63,0,0,0.66,11.73,0.86,11.07,0.93,1,0,0,22.16,1.74,3.75,4.11,0.70,12.59,2.36
956,3252,0,1,0,0,1,1,9,1,1,0,0,27.58,-0.28,2.10,8.96,0,0,1.46,12.98,0.36,13.25,1.07,0,1,0,32.41,0.56,3.28,3.39,0.51,13.91,1.39
957,2208,0,0,1,0,0,1,6,1,1,0,0,29.68,2.00,2.04,0.23,0,1,3.24,14.73,1.62,13.90,1.51,1,0,0,31.00,1.03,2.13,0.79,0.45,12.37,0.95
958,1882,0,0,1,0,0,1,6,0,0,1,0,28.18,-0.63,2.42,10.43,0,0,2.49,14.04,3.22,14.88,0.87,1,0,0,31.44,0.36,1.45,4.43,0.50,11.06,1.84
959,2361,0,0,1,0,0,1,14,1,0,1,0,9.99,0.07,0.16,9.63,1,0,1.16,2.75,0.29,3.44,0.65,0,0,1,31.40,0.66,2.15,9.26,0.46,12.47,0.47
960,5565,0,1,0,0,1,1,3,0,1,0,0,34.79,1.15,0.61,0.12,0,1,2.11,13.10,0.91,10.99,0.96,0,1,0,20.70,2.34,3.77,1.34,0.75,13.06,3.50
961,6114,1,0,0,1,1,0,7,1,0,1,0,17.60,0.58,1.02,5.90,0,0,1.38,3.39,1.93,3.94,0.67,0,0,1,30.78,0.74,1.35,9.04,0.51,11.11,1.88
962,1345,1,0,0,1,1,1,3,0,1,0,0,39.78,1.17,1.08,1.68,0,0,2.88,6.88,0.62,9.53,0.50,0,0,1,17.48,3.54,3.68,0.99,0.34,14.58,1.83
963,4520,1,0,0,1,0,0,18,0,1,0,0,30.41,0.14,1.23,5.43,0,0,0.49,13.04,3.08,13.39,2.73,1,0,0,31.51,0.69,1.07,3.25,0.38,10.41,0.97
964,3155,0,1,0,0,1,0,7,1,0,1,0,29.43,-0.31,0.29,8.28,0,0,3.30,13.08,2.90,12.51,0.35,0,1,0,29.49,0.56,1.49,4.74,0.53,13.40,1.03
965,104,1,0,0,1,1,1,11,0,1,0,0,24.49,0.93,1.16,1.90,0,0,2.85,10.53,2.11,13.04,0.76,0,1,0,21.93,0.70,3.46,5.03,0.77,13.55,1.99
966,997,0,0,1,0,0,0,6,0,0,1,0,33.04,-0.17,3.03,7.64,0,0,2.32,13.27,3.56,14.37,1.52,0,1,0,33.50,0.34,1.84,6.17,0.50,13.70,2.71
967,4003,0,1,0,0,0,1,6,0,0,1,0,31.48,1.14,3.88,3.00,0,0,0.45,14.65,1.86,14.54,1.42,1,0,0,33.34,1.19,1.95,1.05,0.47,13.37,1.97
968,2642,0,1,0,0,1,1,3,0,1,0,0,30.33,0.30,1.07,3.37,0,0,2.03,9.51,0.31,11.46,0.84,1,0,0,23.36,0.78,3.70,6.11,0.84,14.50,2.09
969,5844,0,1,0,0,1,1,3,0,0,1,0,27.52,0.69,0.65,3.94,1,0,1.25,12.42,0.20,11.82,0.90,1,0,0,31.45,0.54,2.08,4.51,0.53,13.69,4.92
970,2488,0,1,0,0,0,1,4,0,1,0,0,24.22,2.43,3.60,0.05,0,0,2.80,15.16,3.19,14.56,0.46,1,0,0,36.65,0.84,0.50,1.18,0.41,13.09,0.49
971,4409,1,0,0,1,1,0,3,0,1,0,0,38.10,0.65,0.05,1.34,0,0,3.35,7.94,1.57,11.22,0.88,0,1,0,15.52,1.67,2.04,7.76,1.02,11.38,1.95
972,1467,0,1,0,0,1,1,9,0,1,0,0,32.32,-0.50,2.74,9.77,0,0,1.29,13.85,0.14,13.38,1.33,0,1,0,32.14,0.53,2.97,2.62,0.41,11.55,1.05
973,3994,0,0,1,0,0,1,4,0,0,1,0,33.61,-0.87,1.69,11.34,0,0,2.66,13.02,3.72,13.08,1.06,0,1,0,30.40,0.35,1.27,5.65,0.47,12.42,1.47
974,2455,1,0,0,1,0,1,4,0,1,0,0,34.75,0.27,0.05,4.92,0,0,2.15,12.65,0.98,11.75,2.93,1,0,0,33.35,0.59,2.80,5.15,0.47,13.59,0.26
975,5792,0,1,0,0,1,1,5,0,1,0,0,32.52,1.74,2.44,0.88,0,1,3.17,14.64,0.93,13.68,2.09,1,0,0,34.40,0.24,2.42,6.32,0.43,13.16,2.24
976,6080,0,1,0,0,0,1,14,0,1,0,0,34.97,1.02,0.83,0.45,0,1,1.20,12.10,1.88,11.92,0.69,0,1,0,30.48,0.48,4.11,5.35,0.54,13.70,1.82
977,5989,0,0,1,0,0,1,6,0,0,1,0,32.29,-0.48,0.49,8.37,0,0,1.37,11.71,1.69,13.05,1.44,0,1,0,23.80,0.32,2.22,3.94,0.55,11.71,1.45
978,4412,0,0,1,0,1,1,5,0,0,1,0,18.59,0.24,1.82,8.00,1,0,2.45,13.71,3.51,13.67,1.06,0,1,0,35.47,0.73,0.67,2.04,0.39,11.74,4.35
979,5482,0,0,1,0,1,1,3,0,1,0,0,36.18,1.61,0.52,0.93,0,1,2.49,13.65,0.52,12.23,1.53,0,1,0,25.06,1.33,1.89,2.79,0.57,12.76,3.35
980,2226,0,1,0,0,0,0,4,1,1,0,0,34.77,1.17,3.38,1.08,0,1,4.64,13.11,2.45,11.84,2.01,0,1,0,27.46,1.53,3.29,2.42,0.65,14.04,1.43
981,5842,0,1,0,0,0,1,4,0,0,1,0,34.12,-0.05,3.94,7.35,0,0,1.58,14.36,1.28,13.34,0.07,1,0,0,31.38,1.10,2.56,3.70,0.50,13.23,1.76
982,5392,0,1,0,0,1,1,7,0,0,1,0,30.95,-0.17,0.10,7.78,0,0,0.26,12.62,0.59,12.38,0.50,0,1,0,33.29,0.89,3.29,3.45,0.54,15.05,1.90
983,2914,1,0,0,1,0,0,4,0,1,0,0,34.60,0.46,0.02,4.20,0,0,1.08,12.51,2.42,12.45,1.34,0,1,0,20.62,1.16,3.15,2.95,0.68,12.37,2.42
984,2006,0,1,0,0,1,1,15,0,0,1,0,35.06,1.30,0.56,1.12,0,1,1.59,13.61,1.16,13.63,0.43,1,0,0,26.02,1.24,2.18,3.86,0.60,13.07,0.26
985,628,1,0,0,1,0,0,8,0,0,1,0,19.84,0.35,0.87,5.71,0,0,2.08,4.58,0.76,6.67,0.81,0,0,1,31.27,0.99,2.85,7.80,0.58,15.30,0.11
986,1284,0,1,0,0,0,0,10,0,0,1,0,29.94,-0.16,3.52,8.81,0,0,1.25,13.82,2.72,12.88,1.91,0,1,0,29.24,1.32,1.48,1.70,0.60,14.53,3.11
987,4049,1,0,0,1,1,0,3,0,1,0,0,32.46,0.65,0.13,4.74,0,0,2.33,14.23,0.06,12.39,1.37,0,1,0,25.57,2.50,2.29,1.23,0.65,13.42,5.27
988,1071,1,0,0,1,1,1,3,0,1,0,0,32.51,0.43,0.86,4.11,0,0,1.52,10.06,2.32,11.24,1.37,0,1,0,18.20,1.71,3.74,4.27,0.77,11.61,4.85
989,4145,0,1,0,0,1,1,11,0,0,1,0,24.75,-0.38,3.70,8.51,0,0,3.00,13.19,3.14,12.44,0.23,0,1,0,32.31,0.42,1.66,5.66,0.53,13.71,0.65
990,107,0,0,1,0,1,1,5,0,0,1,0,21.69,1.09,0.14,3.08,1,0,2.55,12.35,3.90,13.10,1.46,0,1,0,31.84,0.16,1.98,6.42,0.47,12.52,3.14
991,4890,0,1,0,0,0,1,6,0,1,0,0,32.44,-0.13,1.80,7.42,0,0,3.00,13.47,1.07,13.66,1.93,0,1,0,33.37,0.45,2.09,3.58,0.47,13.53,0.95
992,2403,0,1,0,0,0,1,6,0,1,0,0,30.14,-0.24,3.07,8.65,0,0,0.44,14.45,0.92,14.29,1.33,1,0,0,38.10,0.58,3.99,1.72,0.38,12.81,1.69
993,2939,1,0,0,1,1,1,3,0,1,0,0,33.83,1.25,0.03,1.97,0,0,1.87,13.13,2.34,11.89,0.93,1,0,0,30.55,1.02,2.01,3.66,0.49,12.89,2.81
994,788,1,0,0,1,1,1,5,0,1,0,0,36.66,1.03,0.39,1.00,0,0,1.63,13.07,1.82,13.97,0.45,0,1,0,27.84,0.88,3.86,5.80,0.64,15.09,2.83
995,1517,0,1,0,0,0,1,8,1,0,1,0,36.47,0.70,2.11,0.29,0,1,0.69,12.81,0.52,12.49,0.09,1,0,0,34.43,0.66,3.43,3.90,0.52,15.21,1.30
996,4997,0,0,1,0,1,1,9,1,1,0,0,26.64,3.28,3.44,2.71,0,1,1.60,14.07,0.53,12.94,0.60,1,0,0,33.38,0.99,3.50,0.30,0.48,13.98,2.45
997,4441,0,0,1,0,1,1,9,0,1,0,0,25.75,4.12,2.87,1.85,0,0,1.43,15.71,1.52,14.30,1.24,0,1,0,30.42,1.48,3.87,0.08,0.50,13.15,0.87
998,4129,0,0,1,0,0,1,8,0,0,1,0,18.91,1.57,0.74,0.56,1,1,0.89,4.49,0.72,5.08,0.05,0,0,1,31.28,1.00,2.18,7.66,0.47,12.62,0.64
999,555,0,1,0,0,1,0,3,0,1,0,0,28.91,1.85,1.33,2.76,1,0,2.21,13.72,0.01,11.81,1.10,0,1,0,28.67,0.78,2.41,3.74,0.45,11.69,2.92
1000,1724,1,0,0,1,1,1,5,0,1,0,0,33.80,0.44,2.30,5.40,0,0,4.04,10.09,1.02,12.67,2.10,0,1,0,14.12,1.55,1.74,4.44,0.69,8.56,3.69
1001,4927,0,1,0,0,0,0,8,0,0,1,0,34.88,-0.09,3.99,7.29,0,0,1.80,14.62,2.30,14.67,0.50,0,1,0,36.32,0.66,2.02,1.89,0.40,12.96,1.59
1002,3482,1,0,0,1,1,1,3,0,1,0,0,29.35,0.38,0.70,3.84,0,0,1.92,9.96,1.49,11.71,0.71,0,1,0,24.12,0.41,2.58,8.15,0.76,14.74,2.43
1003,4617,0,0,1,0,1,1,15,0,0,1,0,31.83,1.25,0.81,0.20,0,1,1.98,12.47,3.60,13.13,1.73,0,1,0,30.19,0.43,1.70,6.08,0.49,12.51,3.02
1004,3843,0,1,0,0,0,1,4,0,1,0,0,21.69,3.33,3.84,0.27,0,0,1.86,15.61,0.30,13.80,0.70,0,1,0,32.23,0.92,3.23,0.17,0.42,12.35,0.97
1005,602,0,1,0,0,0,1,4,0,1,0,0,31.03,1.29,0.73,1.27,1,0,2.55,12.64,0.35,12.33,2.18,0,1,0,29.12,0.22,2.23,5.76,0.48,12.68,2.58
1006,2037,1,0,0,1,1,1,5,1,1,0,0,29.48,0.63,1.14,3.95,0,0,2.73,4.85,0.30,7.57,0.47,0,0,1,19.93,2.11,3.45,7.53,0.95,13.91,2.88
1007,2069,0,1,0,0,1,1,3,0,1,0,0,31.19,1.62,0.06,0.71,0,1,0.72,12.87,1.43,12.29,1.00,0,1,0,32.42,0.79,4.04,2.56,0.48,13.34,2.69
1008,2394,1,0,0,1,1,0,11,0,1,0,0,25.14,0.66,0.63,2.87,0,0,2.34,5.60,1.28,7.27,0.37,0,0,1,30.25,1.10,2.01,6.57,0.54,14.14,2.03
1009,2569,0,0,1,0,1,1,7,0,0,1,0,28.81,-0.06,0.48,6.77,0,0,0.59,13.40,2.17,13.21,1.61,0,1,0,33.12,0.92,1.22,0.09,0.44,13.00,1.81
1010,194,0,1,0,0,1,1,3,0,1,0,0,35.31,0.81,0.23,1.58,1,0,0.67,12.95,0.85,12.32,0.62,1,0,0,33.52,0.52,3.62,4.96,0.47,13.49,3.35
1011,3719,0,1,0,0,0,0,4,0,1,0,0,31.89,1.10,0.08,0.16,1,0,0.36,11.69,1.00,11.82,0.66,0,1,0,28.92,0.50,2.58,4.77,0.54,13.28,0.82
1012,3874,1,0,0,1,1,1,3,0,0,1,0,33.26,0.72,0.94,2.26,0,0,2.98,13.60,0.44,11.00,1.03,1,0,0,27.45,0.90,2.14,1.71,0.46,11.42,4.92
1013,2540,0,1,0,0,1,1,3,0,0,1,0,30.63,0.99,2.43,0.64,0,0,1.21,11.87,1.99,11.64,0.81,0,1,0,30.63,0.68,2.05,4.42,0.53,13.55,2.14
1014,5035,0,1,0,0,1,1,3,0,0,1,0,32.90,0.69,2.29,2.95,0,0,2.49,12.68,1.67,11.69,0.62,0,1,0,29.02,0.96,1.59,4.45,0.57,13.44,3.56
1015,5388,0,1,0,0,1,1,3,0,1,0,0,33.39,0.47,1.19,2.91,0,0,0.99,12.35,0.12,11.94,1.03,1,0,0,24.98,1.23,4.00,2.49,0.75,14.38,5.32
1016,3543,1,0,0,1,1,0,5,0,1,0,0,36.19,0.72,1.66,2.04,0,0,2.93,11.37,3.36,12.49,0.65,0,1,0,24.39,2.64,2.40,3.76,0.84,15.90,2.44
